Transaction_ID,Customer_ID,Product_Category,Quantity,Sales_Amount,Profit,Transaction_Date
T001996,C0827,Electronics,5,3456.25,829.83,2024-04-18
T002016,C0813,Beauty & Health,10,1081.5,422.4,2024-04-19
T002015,C0188,Electronics,5,6221.65,2449.93,2024-04-19
T002014,C0620,Books,7,98.14,31.74,2024-04-19
T002013,C0995,Home & Garden,8,468.0,97.92,2024-04-19
T002011,C0159,Toys & Games,3,236.28,75.33,2024-04-19
T002012,C0152,Beauty & Health,1,64.57,24.74,2024-04-19
T002009,C0273,Books,8,376.96,134.52,2024-04-19
T002008,C0615,Toys & Games,9,268.29,69.24,2024-04-19
T002007,C0490,Toys & Games,9,522.72,84.5,2024-04-19
T002006,C0443,Books,9,355.23,77.3,2024-04-19
T002010,C0526,Sports & Outdoors,10,1526.1,238.32,2024-04-19
T002025,C0364,Sports & Outdoors,5,419.15,123.73,2024-04-20
T002029,C0497,Beauty & Health,10,485.5,113.93,2024-04-20
T002028,C0888,Books,10,353.4,92.0,2024-04-20
T002027,C0527,Beauty & Health,7,145.04,48.18,2024-04-20
T002026,C0039,Clothing,1,75.38,20.42,2024-04-20
T002024,C0983,Beauty & Health,9,682.11,131.27,2024-04-20
T002030,C0516,Toys & Games,4,177.32,39.61,2024-04-20
T002022,C0986,Toys & Games,2,186.38,59.37,2024-04-20
T002021,C0936,Books,10,297.0,98.44,2024-04-20
T002020,C0171,Home & Garden,9,3300.93,1074.48,2024-04-20
T002019,C0805,Books,4,151.8,28.4,2024-04-20
T002018,C0131,Home & Garden,10,3629.7,635.5,2024-04-20
T002017,C0098,Home & Garden,7,1404.41,293.15,2024-04-20
T002023,C0183,Clothing,9,972.54,227.59,2024-04-20
T002040,C0108,Home & Garden,10,3349.8,1102.82,2024-04-21
T002039,C0426,Books,10,375.0,118.9,2024-04-21
T002038,C0493,Electronics,2,2520.8,583.23,2024-04-21
T002037,C0016,Beauty & Health,5,381.3,128.38,2024-04-21
T002036,C0161,Food & Beverage,6,65.04,12.79,2024-04-21
T002035,C0722,Food & Beverage,10,398.7,63.45,2024-04-21
T002034,C0397,Electronics,6,4521.54,1070.31,2024-04-21
T002033,C0921,Electronics,3,2589.87,449.88,2024-04-21
T002032,C0982,Clothing,6,473.4,102.46,2024-04-21
T002031,C0349,Books,9,367.47,74.55,2024-04-21
T002055,C0739,Books,4,43.8,11.18,2024-04-22
T002054,C0608,Beauty & Health,5,440.3,142.1,2024-04-22
T002053,C0416,Books,1,21.61,6.16,2024-04-22
T002052,C0274,Toys & Games,1,46.89,10.75,2024-04-22
T002051,C0141,Sports & Outdoors,1,224.26,73.57,2024-04-22
T002050,C0781,Clothing,1,88.6,26.61,2024-04-22
T002049,C0759,Electronics,4,5982.24,1155.25,2024-04-22
T002041,C0894,Books,2,84.86,25.06,2024-04-22
T002047,C0414,Books,7,156.73,30.09,2024-04-22
T002046,C0546,Electronics,4,3735.08,1365.43,2024-04-22
T002045,C0170,Home & Garden,5,578.55,225.46,2024-04-22
T002044,C0739,Sports & Outdoors,6,633.84,212.12,2024-04-22
T002043,C0311,Clothing,2,146.72,22.79,2024-04-22
T002042,C0450,Home & Garden,7,490.98,191.32,2024-04-22
T002048,C0251,Clothing,8,911.52,211.2,2024-04-22
T002062,C0318,Clothing,1,151.81,59.09,2024-04-23
T002065,C0697,Sports & Outdoors,3,417.33,93.01,2024-04-23
T002064,C0748,Electronics,10,17304.4,4345.64,2024-04-23
T002061,C0477,Home & Garden,10,4308.4,1246.76,2024-04-23
T002063,C0245,Beauty & Health,8,779.84,288.36,2024-04-23
T002059,C0029,Food & Beverage,8,299.76,91.51,2024-04-23
T002058,C0814,Books,7,334.04,55.51,2024-04-23
T002060,C0958,Beauty & Health,6,161.4,33.71,2024-04-23
T002057,C0039,Sports & Outdoors,3,428.55,146.94,2024-04-23
T002056,C0891,Food & Beverage,9,77.31,28.1,2024-04-23
T002078,C0990,Home & Garden,5,1363.9,277.37,2024-04-24
T002077,C0577,Clothing,4,270.88,75.63,2024-04-24
T002076,C0389,Electronics,3,1943.22,336.59,2024-04-24
T002075,C0340,Books,10,477.4,113.34,2024-04-24
T002074,C0359,Home & Garden,1,410.64,136.25,2024-04-24
T002073,C0921,Electronics,2,3627.16,1424.77,2024-04-24
T002072,C0926,Electronics,9,16680.33,3419.19,2024-04-24
T002071,C0266,Toys & Games,6,575.4,132.9,2024-04-24
T002070,C0377,Home & Garden,3,912.84,137.23,2024-04-24
T002069,C0239,Sports & Outdoors,1,175.35,50.38,2024-04-24
T002068,C0748,Electronics,8,10586.08,1890.27,2024-04-24
T002067,C0440,Electronics,4,5072.16,1436.07,2024-04-24
T002066,C0272,Home & Garden,8,1197.44,249.79,2024-04-24
T002089,C0665,Clothing,7,1032.5,203.03,2024-04-25
T002088,C0293,Electronics,7,7173.53,1900.24,2024-04-25
T002087,C0958,Beauty & Health,7,355.32,80.46,2024-04-25
T002086,C0146,Food & Beverage,2,41.62,11.58,2024-04-25
T002085,C0324,Beauty & Health,10,372.4,142.62,2024-04-25
T002079,C0689,Electronics,3,5309.4,1508.44,2024-04-25
T002083,C0376,Food & Beverage,7,114.52,32.67,2024-04-25
T002082,C0142,Clothing,2,90.02,27.77,2024-04-25
T002081,C0429,Beauty & Health,2,231.96,70.5,2024-04-25
T002080,C0003,Sports & Outdoors,10,1663.9,597.07,2024-04-25
T002084,C0670,Food & Beverage,9,341.37,130.34,2024-04-25
T002101,C0187,Toys & Games,2,69.18,21.78,2024-04-26
T002107,C0710,Books,6,226.98,44.41,2024-04-26
T002106,C0380,Electronics,3,5143.53,2007.16,2024-04-26
T002108,C0807,Clothing,4,631.36,143.83,2024-04-26
T002105,C0939,Books,8,188.08,43.55,2024-04-26
T002104,C0997,Sports & Outdoors,1,86.17,19.3,2024-04-26
T002103,C0061,Home & Garden,4,1559.12,426.15,2024-04-26
T002102,C0805,Toys & Games,5,476.9,77.56,2024-04-26
T002100,C0140,Home & Garden,4,971.72,254.44,2024-04-26
T002092,C0949,Beauty & Health,1,28.49,5.01,2024-04-26
T002098,C0344,Toys & Games,7,635.39,149.16,2024-04-26
T002097,C0889,Sports & Outdoors,9,779.49,249.74,2024-04-26
T002096,C0817,Books,2,78.04,22.76,2024-04-26
T002095,C0399,Home & Garden,5,1709.2,635.65,2024-04-26
T002094,C0585,Books,1,24.8,6.69,2024-04-26
T002093,C0975,Clothing,10,1649.0,328.83,2024-04-26
T002091,C0705,Books,7,225.47,62.01,2024-04-26
T002090,C0432,Clothing,3,258.63,79.94,2024-04-26
T002099,C0964,Electronics,4,5697.36,1668.49,2024-04-26
T002120,C0772,Food & Beverage,5,196.4,62.82,2024-04-27
T002119,C0564,Sports & Outdoors,4,1030.92,234.13,2024-04-27
T002118,C0711,Home & Garden,8,2349.44,378.46,2024-04-27
T002117,C0153,Clothing,6,847.92,303.74,2024-04-27
T002116,C0226,Clothing,3,308.91,73.87,2024-04-27
T002115,C0845,Electronics,5,4829.5,1198.62,2024-04-27
T002112,C0344,Electronics,10,8168.9,2744.48,2024-04-27
T002113,C0011,Books,3,105.93,38.57,2024-04-27
T002111,C0302,Home & Garden,9,2015.28,512.22,2024-04-27
T002110,C0319,Food & Beverage,7,260.68,95.35,2024-04-27
T002109,C0440,Books,9,248.85,69.05,2024-04-27
T002114,C0062,Electronics,1,1964.02,446.82,2024-04-27
T002128,C0243,Toys & Games,2,95.64,20.58,2024-04-28
T002130,C0366,Toys & Games,9,325.17,101.15,2024-04-28
T002129,C0493,Food & Beverage,2,88.88,32.62,2024-04-28
T002127,C0885,Home & Garden,5,502.85,188.72,2024-04-28
T002126,C0310,Food & Beverage,4,174.12,47.96,2024-04-28
T002125,C0575,Toys & Games,4,288.4,74.31,2024-04-28
T002124,C0861,Toys & Games,4,356.44,71.07,2024-04-28
T002123,C0660,Sports & Outdoors,4,932.6,265.78,2024-04-28
T002122,C0584,Electronics,4,7990.52,2070.12,2024-04-28
T002121,C0571,Toys & Games,5,123.3,35.92,2024-04-28
T002143,C0773,Beauty & Health,9,780.57,149.14,2024-04-29
T002142,C0517,Books,3,90.63,27.67,2024-04-29
T002140,C0888,Sports & Outdoors,5,411.9,100.13,2024-04-29
T002139,C0259,Books,10,267.7,63.99,2024-04-29
T002138,C0506,Food & Beverage,6,254.16,62.36,2024-04-29
T002137,C0753,Clothing,7,795.27,170.47,2024-04-29
T002141,C0774,Clothing,1,71.27,16.36,2024-04-29
T002135,C0218,Books,4,176.68,65.05,2024-04-29
T002134,C0825,Sports & Outdoors,5,369.6,147.6,2024-04-29
T002133,C0226,Beauty & Health,2,255.58,40.61,2024-04-29
T002132,C0107,Electronics,6,10093.08,3342.4,2024-04-29
T002131,C0330,Electronics,2,1234.72,191.49,2024-04-29
T002136,C0937,Food & Beverage,7,251.3,56.38,2024-04-29
T002150,C0020,Food & Beverage,10,443.1,135.06,2024-04-30
T002149,C0099,Beauty & Health,3,65.28,10.08,2024-04-30
T002148,C0521,Clothing,1,54.52,11.55,2024-04-30
T002147,C0689,Food & Beverage,4,160.56,58.31,2024-04-30
T002145,C0047,Electronics,5,8435.15,2978.46,2024-04-30
T002144,C0054,Clothing,1,165.0,59.65,2024-04-30
T002146,C0727,Books,2,66.5,17.9,2024-04-30
T002158,C0850,Books,3,66.09,12.57,2024-05-01
T002162,C0003,Beauty & Health,7,933.38,212.02,2024-05-01
T002161,C0216,Food & Beverage,4,116.28,30.41,2024-05-01
T002160,C0145,Sports & Outdoors,2,263.0,67.81,2024-05-01
T002159,C0062,Toys & Games,5,331.25,110.41,2024-05-01
T002157,C0690,Home & Garden,9,498.06,85.14,2024-05-01
T002153,C0573,Clothing,3,435.48,163.23,2024-05-01
T002155,C0490,Toys & Games,2,180.22,55.62,2024-05-01
T002156,C0419,Books,3,65.76,22.43,2024-05-01
T002152,C0753,Clothing,10,644.0,187.91,2024-05-01
T002151,C0890,Toys & Games,7,182.28,48.21,2024-05-01
T002154,C0891,Beauty & Health,4,281.12,110.33,2024-05-01
T002163,C0160,Books,7,325.5,98.25,2024-05-02
T002164,C0739,Clothing,3,203.64,39.97,2024-05-02
T002165,C0998,Beauty & Health,5,386.95,118.69,2024-05-02
T002166,C0781,Electronics,1,1323.72,256.07,2024-05-02
T002168,C0893,Food & Beverage,10,499.4,116.16,2024-05-02
T002167,C0120,Toys & Games,10,959.3,159.2,2024-05-02
T002176,C0617,Electronics,4,2135.4,324.18,2024-05-03
T002169,C0089,Books,10,194.2,40.35,2024-05-03
T002170,C0329,Beauty & Health,1,113.14,42.12,2024-05-03
T002171,C0580,Food & Beverage,5,110.05,18.02,2024-05-03
T002172,C0910,Books,10,103.2,20.04,2024-05-03
T002173,C0357,Beauty & Health,9,146.25,42.0,2024-05-03
T002174,C0610,Clothing,1,102.9,27.81,2024-05-03
T002175,C0267,Electronics,1,1232.5,199.0,2024-05-03
T002186,C0332,Beauty & Health,4,334.52,120.46,2024-05-04
T002188,C0521,Electronics,2,3012.92,613.88,2024-05-04
T002184,C0921,Home & Garden,8,2325.28,861.99,2024-05-04
T002187,C0170,Sports & Outdoors,2,144.98,26.15,2024-05-04
T002183,C0195,Home & Garden,6,927.12,289.5,2024-05-04
T002185,C0738,Electronics,10,7982.4,1564.81,2024-05-04
T002181,C0541,Toys & Games,2,66.74,14.46,2024-05-04
T002180,C0988,Electronics,9,8562.42,2291.37,2024-05-04
T002182,C0649,Electronics,9,9996.84,2361.44,2024-05-04
T002179,C0635,Books,9,291.6,70.38,2024-05-04
T002178,C0323,Beauty & Health,2,109.38,34.42,2024-05-04
T002177,C0952,Sports & Outdoors,4,861.88,342.18,2024-05-04
T002189,C0463,Clothing,9,1401.39,223.23,2024-05-05
T002190,C0040,Food & Beverage,1,9.97,1.85,2024-05-05
T002191,C0537,Books,7,200.97,76.23,2024-05-05
T002192,C0261,Sports & Outdoors,3,147.42,39.05,2024-05-05
T002193,C0395,Clothing,3,383.01,64.89,2024-05-05
T002201,C0251,Food & Beverage,10,477.1,175.31,2024-05-06
T002200,C0328,Clothing,4,369.2,119.07,2024-05-06
T002199,C0038,Beauty & Health,10,937.0,336.47,2024-05-06
T002198,C0975,Home & Garden,2,594.18,121.83,2024-05-06
T002196,C0984,Books,6,184.2,62.38,2024-05-06
T002195,C0226,Clothing,10,1149.7,425.1,2024-05-06
T002194,C0955,Sports & Outdoors,2,202.78,79.07,2024-05-06
T002197,C0124,Books,10,469.7,180.07,2024-05-06
T002202,C0901,Home & Garden,9,3597.57,1256.37,2024-05-07
T002203,C0176,Clothing,9,642.33,151.99,2024-05-07
T002204,C0602,Home & Garden,6,2579.34,886.26,2024-05-07
T002205,C0914,Books,4,109.2,23.55,2024-05-07
T002212,C0965,Beauty & Health,5,275.05,107.26,2024-05-08
T002215,C0114,Clothing,9,181.44,66.02,2024-05-08
T002216,C0040,Electronics,10,15728.6,4072.16,2024-05-08
T002213,C0973,Food & Beverage,6,225.9,52.81,2024-05-08
T002211,C0796,Toys & Games,2,87.6,21.71,2024-05-08
T002214,C0593,Books,5,95.95,33.07,2024-05-08
T002209,C0688,Clothing,5,731.05,162.84,2024-05-08
T002206,C0454,Sports & Outdoors,7,1776.18,412.34,2024-05-08
T002210,C0973,Clothing,8,578.56,162.09,2024-05-08
T002208,C0316,Home & Garden,4,539.96,207.22,2024-05-08
T002207,C0037,Toys & Games,1,85.83,15.19,2024-05-08
T002217,C0301,Sports & Outdoors,1,76.22,18.64,2024-05-09
T002218,C0224,Home & Garden,3,291.06,98.07,2024-05-09
T002219,C0318,Beauty & Health,2,94.12,35.6,2024-05-09
T002221,C0115,Toys & Games,10,580.7,120.08,2024-05-09
T002222,C0698,Sports & Outdoors,9,378.27,140.75,2024-05-09
T002223,C0323,Books,9,439.38,108.48,2024-05-09
T002224,C0568,Beauty & Health,10,1116.7,328.37,2024-05-09
T002225,C0040,Food & Beverage,2,39.08,13.99,2024-05-09
T002226,C0866,Home & Garden,3,580.23,114.36,2024-05-09
T002220,C0349,Food & Beverage,3,66.3,22.46,2024-05-09
T002231,C0289,Books,3,133.14,33.97,2024-05-10
T002230,C0749,Toys & Games,7,245.77,47.43,2024-05-10
T002228,C0859,Toys & Games,9,630.9,188.66,2024-05-10
T002227,C0040,Home & Garden,4,1007.36,348.68,2024-05-10
T002229,C0973,Electronics,3,2158.68,805.91,2024-05-10
T002232,C0262,Beauty & Health,7,347.13,124.35,2024-05-11
T002233,C0216,Beauty & Health,7,464.31,71.88,2024-05-11
T002234,C0147,Clothing,9,1591.47,283.36,2024-05-11
T002235,C0336,Electronics,2,2989.44,1188.72,2024-05-11
T002236,C0168,Electronics,6,6075.42,1337.19,2024-05-11
T002237,C0092,Beauty & Health,9,965.7,380.38,2024-05-11
T002238,C0353,Beauty & Health,2,35.32,6.91,2024-05-11
T002239,C0571,Sports & Outdoors,2,457.24,109.86,2024-05-11
T002240,C0571,Food & Beverage,5,134.6,45.52,2024-05-11
T002241,C0816,Sports & Outdoors,10,2495.6,784.73,2024-05-11
T002242,C0681,Sports & Outdoors,10,2877.5,849.67,2024-05-11
T002256,C0747,Sports & Outdoors,8,468.88,171.7,2024-05-12
T002255,C0133,Home & Garden,9,1583.73,407.4,2024-05-12
T002257,C0557,Electronics,5,3341.8,1081.63,2024-05-12
T002254,C0007,Books,10,452.1,145.34,2024-05-12
T002259,C0761,Home & Garden,10,3263.8,992.78,2024-05-12
T002260,C0031,Home & Garden,1,411.94,71.44,2024-05-12
T002261,C0535,Books,10,459.7,158.7,2024-05-12
T002258,C0826,Home & Garden,6,1086.3,165.15,2024-05-12
T002253,C0700,Books,3,147.45,25.51,2024-05-12
T002249,C0356,Books,6,272.16,57.87,2024-05-12
T002251,C0667,Toys & Games,7,654.22,175.21,2024-05-12
T002243,C0781,Electronics,10,18886.8,5335.04,2024-05-12
T002244,C0363,Clothing,8,1469.36,530.23,2024-05-12
T002245,C0557,Home & Garden,9,2524.32,526.92,2024-05-12
T002246,C0345,Sports & Outdoors,2,254.48,66.32,2024-05-12
T002252,C0422,Home & Garden,3,1250.49,195.94,2024-05-12
T002248,C0170,Toys & Games,7,526.33,157.36,2024-05-12
T002250,C0191,Sports & Outdoors,6,515.34,120.31,2024-05-12
T002247,C0693,Clothing,5,518.55,97.93,2024-05-12
T002262,C0426,Food & Beverage,1,33.07,13.16,2024-05-13
T002273,C0718,Sports & Outdoors,6,982.44,375.23,2024-05-13
T002271,C0356,Food & Beverage,8,272.96,89.55,2024-05-13
T002270,C0082,Home & Garden,4,522.52,136.57,2024-05-13
T002269,C0927,Clothing,5,413.65,89.51,2024-05-13
T002268,C0551,Toys & Games,2,46.94,9.01,2024-05-13
T002274,C0589,Toys & Games,5,271.1,47.07,2024-05-13
T002266,C0437,Sports & Outdoors,2,256.2,66.46,2024-05-13
T002267,C0670,Sports & Outdoors,10,1653.6,601.95,2024-05-13
T002263,C0394,Clothing,4,84.04,23.77,2024-05-13
T002272,C0258,Electronics,4,4785.64,1167.56,2024-05-13
T002264,C0672,Toys & Games,2,69.82,22.39,2024-05-13
T002265,C0363,Electronics,7,4547.13,951.84,2024-05-13
T002275,C0989,Beauty & Health,2,288.12,69.93,2024-05-14
T002276,C0524,Food & Beverage,8,117.28,38.38,2024-05-14
T002278,C0962,Food & Beverage,9,343.08,107.76,2024-05-14
T002279,C0224,Sports & Outdoors,9,1623.15,310.11,2024-05-14
T002280,C0525,Home & Garden,3,1404.18,230.28,2024-05-14
T002281,C0046,Beauty & Health,4,264.12,47.61,2024-05-14
T002282,C0667,Clothing,8,827.68,316.58,2024-05-14
T002277,C0295,Toys & Games,2,122.66,25.33,2024-05-14
T002290,C0448,Sports & Outdoors,10,2185.2,726.88,2024-05-15
T002289,C0700,Electronics,8,4910.48,1654.31,2024-05-15
T002288,C0866,Electronics,7,9089.29,3512.42,2024-05-15
T002287,C0223,Food & Beverage,3,88.5,24.23,2024-05-15
T002286,C0360,Toys & Games,8,262.56,78.29,2024-05-15
T002284,C0233,Clothing,3,388.86,135.75,2024-05-15
T002283,C0113,Electronics,9,5695.02,1639.81,2024-05-15
T002285,C0017,Clothing,5,359.4,83.8,2024-05-15
T002299,C0233,Electronics,3,5725.98,1043.82,2024-05-16
T002298,C0586,Beauty & Health,5,487.0,102.68,2024-05-16
T002297,C0455,Toys & Games,3,137.37,34.73,2024-05-16
T002295,C0467,Sports & Outdoors,9,1556.55,333.62,2024-05-16
T002296,C0414,Books,1,25.82,5.61,2024-05-16
T002293,C0675,Beauty & Health,10,783.7,209.05,2024-05-16
T002292,C0365,Electronics,2,1567.06,450.4,2024-05-16
T002291,C0856,Sports & Outdoors,3,595.26,96.19,2024-05-16
T002294,C0326,Books,7,271.67,103.77,2024-05-16
T002307,C0037,Food & Beverage,5,42.6,16.14,2024-05-17
T002311,C0916,Toys & Games,5,267.35,70.89,2024-05-17
T002310,C0196,Electronics,10,17670.6,3988.06,2024-05-17
T002309,C0278,Beauty & Health,1,64.02,15.9,2024-05-17
T002308,C0989,Books,5,236.7,59.43,2024-05-17
T002306,C0222,Toys & Games,10,959.3,163.85,2024-05-17
T002300,C0224,Beauty & Health,1,105.69,38.51,2024-05-17
T002304,C0572,Electronics,8,5133.52,1132.0,2024-05-17
T002303,C0412,Toys & Games,10,912.7,326.55,2024-05-17
T002302,C0831,Clothing,7,720.44,263.21,2024-05-17
T002301,C0994,Sports & Outdoors,7,351.26,101.71,2024-05-17
T002305,C0335,Home & Garden,5,2474.95,710.15,2024-05-17
T002317,C0192,Toys & Games,2,69.88,18.68,2024-05-18
T002315,C0324,Toys & Games,1,22.7,8.14,2024-05-18
T002316,C0731,Sports & Outdoors,2,380.3,85.97,2024-05-18
T002313,C0484,Electronics,1,1451.36,353.72,2024-05-18
T002312,C0864,Beauty & Health,6,447.12,95.21,2024-05-18
T002314,C0242,Sports & Outdoors,7,1673.77,585.8,2024-05-18
T002335,C0676,Beauty & Health,8,872.88,150.77,2024-05-19
T002334,C0716,Clothing,9,997.74,338.98,2024-05-19
T002333,C0285,Home & Garden,2,196.22,38.7,2024-05-19
T002332,C0687,Beauty & Health,8,1012.88,253.13,2024-05-19
T002331,C0704,Sports & Outdoors,10,2042.2,716.27,2024-05-19
T002330,C0270,Clothing,6,808.5,165.02,2024-05-19
T002329,C0306,Sports & Outdoors,2,456.02,160.89,2024-05-19
T002327,C0120,Toys & Games,1,29.25,6.93,2024-05-19
T002328,C0210,Food & Beverage,6,285.48,81.24,2024-05-19
T002325,C0022,Sports & Outdoors,6,941.82,343.61,2024-05-19
T002324,C0705,Toys & Games,1,22.68,6.54,2024-05-19
T002323,C0886,Food & Beverage,1,11.55,3.41,2024-05-19
T002322,C0906,Toys & Games,10,285.9,91.38,2024-05-19
T002321,C0401,Home & Garden,1,200.36,41.03,2024-05-19
T002320,C0918,Beauty & Health,7,548.24,204.1,2024-05-19
T002319,C0524,Food & Beverage,10,206.6,33.71,2024-05-19
T002318,C0017,Sports & Outdoors,5,617.05,227.36,2024-05-19
T002326,C0474,Electronics,2,3863.34,677.6,2024-05-19
T002350,C0459,Home & Garden,7,511.7,144.14,2024-05-20
T002349,C0947,Toys & Games,7,174.44,66.88,2024-05-20
T002348,C0928,Clothing,3,115.29,18.15,2024-05-20
T002347,C0079,Clothing,6,554.34,103.28,2024-05-20
T002346,C0879,Beauty & Health,3,379.02,137.44,2024-05-20
T002345,C0646,Books,7,208.95,81.14,2024-05-20
T002343,C0907,Food & Beverage,6,197.64,40.85,2024-05-20
T002344,C0033,Clothing,10,1803.8,476.15,2024-05-20
T002341,C0007,Beauty & Health,6,397.14,99.75,2024-05-20
T002340,C0460,Electronics,6,7806.24,2256.23,2024-05-20
T002339,C0381,Beauty & Health,10,1082.4,325.01,2024-05-20
T002338,C0948,Electronics,7,4258.87,1018.31,2024-05-20
T002337,C0227,Beauty & Health,1,127.43,21.15,2024-05-20
T002336,C0763,Beauty & Health,10,942.2,262.58,2024-05-20
T002342,C0029,Books,6,141.66,36.44,2024-05-20
T002361,C0397,Toys & Games,2,191.0,42.75,2024-05-21
T002360,C0099,Toys & Games,4,122.88,41.99,2024-05-21
T002359,C0977,Toys & Games,9,284.04,57.11,2024-05-21
T002357,C0285,Books,5,104.85,19.76,2024-05-21
T002356,C0738,Home & Garden,10,1495.1,475.5,2024-05-21
T002358,C0516,Beauty & Health,7,622.51,114.11,2024-05-21
T002354,C0482,Electronics,5,8071.15,2183.06,2024-05-21
T002353,C0538,Clothing,9,1343.07,307.12,2024-05-21
T002352,C0983,Home & Garden,2,403.52,139.29,2024-05-21
T002351,C0570,Books,8,201.68,57.37,2024-05-21
T002355,C0430,Clothing,9,262.35,102.88,2024-05-21
T002371,C0130,Books,8,164.16,43.37,2024-05-22
T002370,C0800,Food & Beverage,10,228.6,84.54,2024-05-22
T002369,C0884,Food & Beverage,3,114.75,43.62,2024-05-22
T002368,C0075,Home & Garden,6,645.18,164.84,2024-05-22
T002367,C0157,Beauty & Health,3,251.64,52.53,2024-05-22
T002365,C0887,Beauty & Health,10,630.1,96.02,2024-05-22
T002364,C0271,Books,3,78.78,15.16,2024-05-22
T002363,C0039,Toys & Games,2,68.9,26.6,2024-05-22
T002362,C0489,Beauty & Health,9,1112.13,172.77,2024-05-22
T002366,C0797,Toys & Games,2,166.56,34.86,2024-05-22
T002377,C0539,Electronics,2,1057.52,207.99,2024-05-23
T002376,C0459,Beauty & Health,3,206.4,79.42,2024-05-23
T002375,C0022,Electronics,3,2588.58,422.06,2024-05-23
T002373,C0974,Electronics,7,8726.41,2519.77,2024-05-23
T002372,C0687,Sports & Outdoors,6,788.28,199.22,2024-05-23
T002374,C0084,Toys & Games,1,47.45,10.01,2024-05-23
T002390,C0084,Beauty & Health,5,145.45,26.67,2024-05-24
T002388,C0869,Books,9,178.65,66.48,2024-05-24
T002387,C0976,Clothing,2,291.9,84.46,2024-05-24
T002386,C0303,Clothing,1,152.7,39.05,2024-05-24
T002385,C0021,Sports & Outdoors,5,427.25,88.49,2024-05-24
T002384,C0989,Electronics,4,4961.04,1592.16,2024-05-24
T002389,C0955,Sports & Outdoors,2,547.84,126.83,2024-05-24
T002382,C0440,Toys & Games,3,245.73,45.95,2024-05-24
T002381,C0748,Food & Beverage,5,172.1,26.61,2024-05-24
T002380,C0382,Clothing,4,111.6,30.46,2024-05-24
T002379,C0849,Books,9,151.56,40.64,2024-05-24
T002378,C0707,Books,7,286.3,57.15,2024-05-24
T002383,C0604,Clothing,9,1498.41,366.42,2024-05-24
T002398,C0570,Electronics,6,3643.5,818.15,2024-05-25
T002397,C0257,Food & Beverage,3,74.7,20.22,2024-05-25
T002396,C0507,Sports & Outdoors,10,814.2,128.96,2024-05-25
T002395,C0387,Toys & Games,7,544.46,84.09,2024-05-25
T002394,C0453,Food & Beverage,4,188.96,48.41,2024-05-25
T002392,C0659,Clothing,3,524.52,176.6,2024-05-25
T002391,C0774,Electronics,8,15792.24,4300.51,2024-05-25
T002393,C0953,Sports & Outdoors,6,1294.38,229.71,2024-05-25
T002408,C0524,Toys & Games,6,453.78,81.72,2024-05-26
T002412,C0208,Electronics,3,2395.14,867.0,2024-05-26
T002411,C0492,Clothing,10,715.1,225.51,2024-05-26
T002410,C0271,Sports & Outdoors,8,1676.0,528.37,2024-05-26
T002409,C0786,Sports & Outdoors,3,175.65,32.65,2024-05-26
T002406,C0793,Clothing,7,625.66,250.0,2024-05-26
T002407,C0792,Electronics,2,1474.72,288.12,2024-05-26
T002404,C0163,Food & Beverage,2,88.5,14.17,2024-05-26
T002403,C0957,Toys & Games,3,202.89,55.66,2024-05-26
T002402,C0162,Sports & Outdoors,1,119.18,30.03,2024-05-26
T002401,C0527,Sports & Outdoors,10,1343.4,353.96,2024-05-26
T002400,C0934,Food & Beverage,9,345.33,103.78,2024-05-26
T002399,C0892,Sports & Outdoors,10,1352.1,488.48,2024-05-26
T002405,C0832,Food & Beverage,8,57.12,21.32,2024-05-26
T002425,C0562,Books,9,302.31,84.63,2024-05-27
T002424,C0686,Electronics,5,6480.65,2013.54,2024-05-27
T002422,C0591,Electronics,6,9050.34,2744.19,2024-05-27
T002421,C0520,Beauty & Health,9,592.29,184.19,2024-05-27
T002420,C0309,Electronics,2,1396.48,404.1,2024-05-27
T002419,C0605,Electronics,10,9824.9,3058.24,2024-05-27
T002423,C0027,Books,7,289.1,95.34,2024-05-27
T002417,C0985,Toys & Games,3,176.07,48.98,2024-05-27
T002416,C0430,Electronics,5,2662.2,857.42,2024-05-27
T002415,C0060,Clothing,1,98.8,29.96,2024-05-27
T002414,C0584,Toys & Games,9,193.32,50.73,2024-05-27
T002413,C0539,Books,10,474.5,160.36,2024-05-27
T002418,C0657,Sports & Outdoors,6,991.68,266.68,2024-05-27
T002434,C0378,Home & Garden,10,1380.1,343.0,2024-05-28
T002433,C0828,Clothing,8,1520.72,365.53,2024-05-28
T002432,C0536,Food & Beverage,1,30.32,11.92,2024-05-28
T002431,C0693,Books,4,123.12,36.65,2024-05-28
T002430,C0940,Sports & Outdoors,7,635.04,184.16,2024-05-28
T002428,C0349,Toys & Games,10,329.5,69.33,2024-05-28
T002427,C0387,Books,5,107.45,28.19,2024-05-28
T002426,C0199,Sports & Outdoors,1,84.17,26.97,2024-05-28
T002429,C0960,Sports & Outdoors,6,583.86,87.79,2024-05-28
T002442,C0455,Electronics,5,8084.55,2983.91,2024-05-29
T002445,C0236,Beauty & Health,5,551.7,206.34,2024-05-29
T002446,C0852,Food & Beverage,3,120.66,44.09,2024-05-29
T002444,C0894,Electronics,5,4144.7,916.92,2024-05-29
T002443,C0273,Sports & Outdoors,9,385.47,100.59,2024-05-29
T002441,C0206,Food & Beverage,7,131.18,35.13,2024-05-29
T002436,C0916,Electronics,3,5177.67,867.95,2024-05-29
